split,seed,episode_id,nav_deviation,manipulation_slip,trap_pressure,sensor_uncertainty,latent_mode_shift,clutter,budget,direct_shortcut_nominal_cost,direct_shortcut_true_failure,direct_shortcut_true_recovery,direct_shortcut_true_trap,direct_shortcut_true_damage,direct_shortcut_branch_entropy,robust_margin_route_nominal_cost,robust_margin_route_true_failure,robust_margin_route_true_recovery,robust_margin_route_true_trap,robust_margin_route_true_damage,robust_margin_route_branch_entropy,contingency_branch_nominal_cost,contingency_branch_true_failure,contingency_branch_true_recovery,contingency_branch_true_trap,contingency_branch_true_damage,contingency_branch_branch_entropy,diagnostic_staging_nominal_cost,diagnostic_staging_true_failure,diagnostic_staging_true_recovery,diagnostic_staging_true_trap,diagnostic_staging_true_damage,diagnostic_staging_branch_entropy,reversible_probe_nominal_cost,reversible_probe_true_failure,reversible_probe_true_recovery,reversible_probe_true_trap,reversible_probe_true_damage,reversible_probe_branch_entropy,conservative_backoff_nominal_cost,conservative_backoff_true_failure,conservative_backoff_true_recovery,conservative_backoff_true_trap,conservative_backoff_true_damage,conservative_backoff_branch_entropy,dual_recovery_branch_nominal_cost,dual_recovery_branch_true_failure,dual_recovery_branch_true_recovery,dual_recovery_branch_true_trap,dual_recovery_branch_true_damage,dual_recovery_branch_branch_entropy
combined_hard_shift,2,21,0.53264,0.38503,0.47233,0.37113,0.30970,0.45219,2.37463,1.07279,0.42551,0.05506,0.43616,0.39171,0.01864,1.71758,0.20983,0.45963,0.08287,0.14089,0.21882,1.68458,0.21808,0.73784,0.00100,0.11674,0.46340,1.69949,0.17518,0.85949,0.00100,0.02283,0.62407,1.85195,0.17483,0.89449,0.00100,0.02477,0.72214,2.46523,0.15377,0.67600,0.00100,0.08023,0.28568,1.99630,0.13746,0.96467,0.00100,0.01929,0.87166
combined_hard_shift,2,22,0.45760,0.45926,0.54639,0.30463,0.28067,0.42858,2.18525,1.05384,0.40380,0.07365,0.48067,0.40547,0.12086,1.62645,0.19738,0.43458,0.08824,0.13809,0.14892,1.81324,0.22066,0.74564,0.00145,0.12176,0.57908,1.65620,0.15811,0.88479,0.00100,0.01921,0.63560,1.82415,0.14887,0.94554,0.00100,0.02259,0.80916,2.42270,0.16112,0.67964,0.00191,0.08525,0.30375,1.87032,0.12213,0.95284,0.00100,0.03027,0.99000
combined_hard_shift,2,23,0.45826,0.47161,0.47520,0.28772,0.35882,0.43944,2.14983,1.00864,0.39572,0.14577,0.37393,0.36246,0.14961,1.67654,0.24979,0.39334,0.12757,0.19673,0.22357,1.78003,0.23788,0.75361,0.00100,0.13929,0.57355,1.66309,0.17639,0.89088,0.00100,0.01665,0.71593,1.91631,0.11988,0.90621,0.00100,0.00100,0.66753,2.50839,0.16393,0.62535,0.01788,0.09090,0.23631,1.99974,0.16429,0.92331,0.00100,0.07281,0.87682
combined_hard_shift,2,24,0.48211,0.47815,0.50589,0.33055,0.35725,0.48044,2.08378,0.97934,0.44035,0.08381,0.42894,0.41565,0.01675,1.60647,0.23928,0.47108,0.10071,0.16008,0.21334,1.76406,0.24132,0.76064,0.00100,0.14318,0.49308,1.72986,0.18865,0.87620,0.00100,0.02663,0.73271,1.86202,0.16910,0.88453,0.00100,0.01226,0.74072,2.46589,0.15308,0.64713,0.00920,0.06725,0.30648,2.05975,0.14535,0.92958,0.00100,0.05115,0.91976
combined_hard_shift,2,25,0.44880,0.49859,0.49768,0.31824,0.31464,0.37401,2.15389,1.05552,0.42089,0.06615,0.44373,0.41755,0.06417,1.62247,0.20780,0.42223,0.10383,0.14582,0.16058,1.81076,0.22994,0.72619,0.00100,0.13812,0.52612,1.70862,0.16472,0.89417,0.00100,0.02016,0.65557,1.85774,0.18698,0.88940,0.00100,0.04725,0.70969,2.42053,0.18184,0.60734,0.03098,0.10726,0.27702,2.13674,0.15063,0.95789,0.00100,0.08226,0.80738
combined_hard_shift,2,26,0.47880,0.49959,0.58861,0.39516,0.32793,0.49454,2.09673,1.06749,0.43376,0.08750,0.45989,0.42689,0.07484,1.55861,0.25692,0.43501,0.11341,0.21117,0.29966,1.73917,0.22507,0.71746,0.02129,0.13275,0.62800,1.73300,0.17169,0.88549,0.00100,0.00819,0.58044,1.87031,0.17446,0.89022,0.00100,0.02396,0.75596,2.47369,0.15389,0.68621,0.00105,0.06543,0.35955,1.98509,0.15449,0.91229,0.00100,0.04977,0.84023
combined_hard_shift,2,27,0.47562,0.46920,0.49796,0.38577,0.26371,0.43718,2.22282,0.99529,0.40757,0.07213,0.42077,0.38386,0.01000,1.62319,0.22049,0.45235,0.08546,0.15014,0.17293,1.81118,0.23132,0.75796,0.00100,0.13610,0.59416,1.70281,0.16018,0.88237,0.00100,0.00206,0.68661,1.90729,0.13037,0.90010,0.00100,0.00100,0.67170,2.45341,0.18466,0.64738,0.00947,0.09337,0.31633,2.02836,0.12956,0.97579,0.00100,0.03893,0.93664
combined_hard_shift,2,28,0.49602,0.43756,0.49945,0.36466,0.27399,0.48473,2.04340,0.97214,0.41530,0.04263,0.46552,0.40351,0.09419,1.63573,0.22886,0.45349,0.09978,0.14876,0.24776,1.81004,0.22423,0.73514,0.00100,0.11778,0.49901,1.69881,0.16866,0.87279,0.00100,0.00197,0.69357,1.90513,0.16726,0.87705,0.00100,0.01486,0.68068,2.41821,0.15881,0.67197,0.00100,0.08948,0.39331,2.01264,0.15074,0.91784,0.00100,0.04634,0.86664
combined_hard_shift,2,29,0.44984,0.38186,0.52188,0.35999,0.32481,0.44334,2.23541,1.00605,0.38161,0.12659,0.40611,0.36762,0.10920,1.68808,0.20516,0.44099,0.10814,0.14042,0.24235,1.67342,0.23294,0.72311,0.01529,0.12837,0.55600,1.69303,0.15298,0.86388,0.00100,0.02522,0.60946,1.87569,0.15763,0.84175,0.00100,0.04072,0.67737,2.42009,0.16264,0.66120,0.00804,0.09831,0.29007,2.08807,0.12498,0.92404,0.00100,0.04245,0.86938
combined_hard_shift,2,30,0.50810,0.43133,0.53624,0.31704,0.27552,0.47748,1.99537,1.02601,0.43010,0.10107,0.43281,0.40267,0.04185,1.58758,0.24834,0.42536,0.11152,0.18761,0.13879,1.81401,0.22558,0.75440,0.00185,0.10888,0.65583,1.68107,0.16891,0.85057,0.00100,0.00763,0.51658,1.89602,0.17339,0.90597,0.00100,0.01155,0.81443,2.41302,0.16984,0.65239,0.01054,0.09139,0.24892,2.00738,0.15311,0.97519,0.00100,0.05660,0.87939
combined_hard_shift,2,31,0.45207,0.43652,0.54802,0.38358,0.37425,0.47402,2.11678,1.12481,0.44136,0.00829,0.54381,0.46347,0.05226,1.66259,0.23015,0.40555,0.13484,0.16828,0.21014,1.80478,0.20502,0.74846,0.00100,0.11657,0.57517,1.63266,0.14571,0.88679,0.00100,0.00185,0.66218,1.90245,0.14684,0.87153,0.00100,0.00881,0.76189,2.39463,0.15711,0.65025,0.01334,0.09845,0.31552,2.11437,0.14891,0.97119,0.00100,0.05049,0.96937
combined_hard_shift,2,32,0.50117,0.43626,0.41832,0.34919,0.31063,0.47434,2.05002,1.05375,0.43806,0.09202,0.39111,0.39566,0.12120,1.63956,0.21651,0.41135,0.08986,0.14940,0.11880,1.67037,0.22888,0.71903,0.00100,0.10863,0.50100,1.70974,0.16980,0.89980,0.00100,0.00618,0.66809,1.81279,0.15551,0.86294,0.00100,0.00966,0.67437,2.47253,0.18777,0.65360,0.01137,0.11375,0.33986,2.08762,0.13635,0.89425,0.00100,0.04794,0.89759
combined_hard_shift,2,33,0.55687,0.42342,0.54826,0.32761,0.31519,0.49714,2.35430,1.18911,0.45574,0.02988,0.51621,0.43909,0.06961,1.60959,0.25172,0.41253,0.13090,0.17617,0.17325,1.80368,0.22873,0.73229,0.00844,0.10339,0.54878,1.69082,0.18303,0.83678,0.00100,0.00995,0.63707,1.86682,0.16580,0.92433,0.00100,0.00100,0.74754,2.45566,0.15118,0.64479,0.01050,0.06656,0.26189,2.18762,0.16474,0.91420,0.00100,0.05586,0.85491
combined_hard_shift,2,34,0.46951,0.50472,0.49615,0.38423,0.35442,0.42754,2.10854,0.99440,0.46180,0.03878,0.47178,0.45550,0.04086,1.64251,0.24781,0.43711,0.11015,0.17927,0.17426,1.71743,0.21378,0.74966,0.00100,0.12107,0.59826,1.79444,0.17745,0.85095,0.00100,0.00826,0.53579,1.93509,0.15923,0.86833,0.00100,0.01137,0.72824,2.51973,0.19860,0.60743,0.03369,0.13087,0.28746,2.11802,0.13963,0.92763,0.00100,0.03149,0.77226
combined_hard_shift,2,35,0.43435,0.47854,0.50092,0.31222,0.36330,0.44859,2.36030,1.02651,0.42719,0.08342,0.44530,0.42687,0.11740,1.63357,0.22489,0.42668,0.11191,0.16791,0.19789,1.84660,0.21761,0.77639,0.00100,0.12635,0.62912,1.68907,0.17437,0.90014,0.00100,0.04818,0.65844,1.92771,0.15565,0.86618,0.00100,0.02289,0.68241,2.50013,0.19834,0.65553,0.02149,0.12120,0.23498,2.06822,0.14619,0.93027,0.00100,0.04421,0.83362
combined_hard_shift,2,36,0.45588,0.49635,0.51810,0.29911,0.35547,0.43465,2.19875,0.98127,0.43367,0.07185,0.46278,0.42720,0.07166,1.61245,0.26062,0.38455,0.14789,0.19928,0.11909,1.68649,0.26047,0.75481,0.00100,0.16236,0.62385,1.72152,0.16056,0.85501,0.00100,0.00536,0.65737,1.81076,0.15296,0.91485,0.00100,0.01985,0.74121,2.46774,0.20213,0.63996,0.02206,0.13173,0.26962,2.04768,0.12270,0.97256,0.00100,0.01317,0.83462
combined_hard_shift,2,37,0.44787,0.43864,0.48461,0.36244,0.35364,0.44015,2.22610,1.04225,0.43090,0.04884,0.46834,0.43075,0.08699,1.51338,0.25312,0.42048,0.11935,0.19978,0.22430,1.82242,0.23537,0.73840,0.00100,0.14319,0.47212,1.67362,0.14432,0.88144,0.00100,0.00100,0.71524,1.91306,0.15658,0.89137,0.00100,0.03249,0.72551,2.34566,0.17429,0.61395,0.02649,0.08538,0.20407,2.03604,0.15250,0.91190,0.00100,0.06588,0.95028
combined_hard_shift,2,38,0.46857,0.51431,0.51960,0.34736,0.29048,0.47370,2.14997,1.01830,0.46365,0.02952,0.52121,0.45856,0.07487,1.62531,0.21863,0.46444,0.08726,0.14321,0.16770,1.62798,0.23933,0.75663,0.00100,0.13713,0.60060,1.79187,0.19892,0.83791,0.00100,0.02938,0.61472,1.93426,0.16113,0.84210,0.00100,0.01551,0.74555,2.39683,0.18075,0.66261,0.00532,0.10701,0.37834,2.14360,0.15845,0.92568,0.00100,0.06134,0.83939
combined_hard_shift,2,39,0.49397,0.39727,0.52679,0.36589,0.35410,0.47498,2.12947,1.02400,0.40210,0.08555,0.46353,0.37762,0.10393,1.71123,0.24249,0.41093,0.12827,0.18384,0.23767,1.75047,0.18951,0.73742,0.00100,0.08358,0.49378,1.80245,0.17812,0.88335,0.00100,0.01848,0.52351,1.83958,0.15195,0.89819,0.00100,0.02422,0.74214,2.45428,0.18535,0.66613,0.00937,0.08786,0.28089,2.19786,0.13900,0.93666,0.00100,0.06019,0.88623
combined_hard_shift,2,40,0.47073,0.38771,0.50686,0.40418,0.33550,0.38238,2.13151,1.00116,0.38938,0.08381,0.41300,0.38218,0.06179,1.58688,0.21496,0.48189,0.09507,0.14189,0.30374,1.84833,0.21929,0.71216,0.00691,0.13407,0.55859,1.69652,0.13711,0.83380,0.00100,0.00327,0.59980,1.80605,0.15451,0.84936,0.00100,0.00755,0.66631,2.43556,0.15747,0.67050,0.00504,0.06582,0.31942,2.11071,0.13774,0.92863,0.00100,0.04018,0.92290
combined_hard_shift,2,41,0.48949,0.41630,0.50019,0.34260,0.33856,0.48299,1.99738,1.11397,0.41071,0.06960,0.45799,0.39138,0.12478,1.65769,0.22604,0.43328,0.10465,0.16095,0.20219,1.76313,0.21248,0.73257,0.00100,0.11386,0.56625,1.71128,0.17841,0.87688,0.00100,0.02527,0.64404,1.89279,0.16601,0.90461,0.00100,0.03297,0.73903,2.45423,0.15590,0.64250,0.01351,0.08237,0.37271,2.17987,0.14847,0.95175,0.00100,0.05875,0.91899
combined_hard_shift,2,42,0.53938,0.49381,0.47542,0.36584,0.31585,0.39446,2.12547,1.06194,0.44594,0.08817,0.42976,0.39053,0.09624,1.62714,0.26221,0.39206,0.11736,0.19960,0.12820,1.66870,0.24738,0.74360,0.00100,0.14190,0.55971,1.58418,0.17265,0.87897,0.00100,0.01051,0.54608,1.95456,0.16982,0.87885,0.00100,0.01040,0.83903,2.46767,0.17676,0.62625,0.01226,0.11114,0.21271,2.06254,0.17546,0.92638,0.00100,0.06451,0.86480
combined_hard_shift,2,43,0.45646,0.47021,0.54181,0.34518,0.33032,0.51285,2.21805,1.10273,0.41652,0.07016,0.47367,0.42367,0.17319,1.55261,0.22574,0.47266,0.08419,0.16179,0.14837,1.76499,0.21499,0.74226,0.00100,0.12102,0.58261,1.75714,0.18767,0.85156,0.00100,0.02318,0.55844,1.83507,0.18655,0.87567,0.00100,0.04487,0.74664,2.49750,0.15836,0.66906,0.00576,0.09360,0.34479,2.14967,0.14354,0.93363,0.00100,0.03651,0.92349
combined_hard_shift,2,44,0.42782,0.43050,0.52289,0.36510,0.35694,0.39951,2.23370,1.17652,0.43099,0.03981,0.50997,0.43932,0.03122,1.57183,0.22529,0.40941,0.11149,0.18311,0.17791,1.74493,0.21595,0.75366,0.00100,0.12740,0.54244,1.58198,0.12943,0.89948,0.00100,0.00100,0.57710,1.88251,0.13019,0.88417,0.00100,0.00622,0.72444,2.57996,0.15013,0.65541,0.00539,0.08426,0.35801,2.07542,0.11528,0.92675,0.00100,0.04020,0.99000
combined_hard_shift,2,45,0.50094,0.48269,0.55198,0.28351,0.30225,0.45282,2.07701,1.09033,0.45529,0.07348,0.47980,0.45146,0.09524,1.70590,0.24105,0.44436,0.09968,0.18812,0.24806,1.72994,0.24529,0.75740,0.00100,0.15455,0.49228,1.72739,0.17893,0.87074,0.00100,0.00727,0.66887,1.91905,0.17068,0.87791,0.00100,0.02631,0.66580,2.47959,0.13560,0.69412,0.00100,0.06286,0.31118,2.09865,0.18208,0.96790,0.00100,0.07171,0.87740
combined_hard_shift,2,46,0.48310,0.52897,0.48334,0.28034,0.27143,0.40581,2.09055,1.08261,0.42483,0.13584,0.40561,0.38889,0.21128,1.59793,0.24141,0.44616,0.10012,0.16772,0.18200,1.76174,0.23664,0.77601,0.00100,0.12122,0.62230,1.68920,0.17888,0.85624,0.00100,0.02235,0.57102,1.79291,0.16420,0.89380,0.00100,0.01795,0.76031,2.39968,0.18821,0.66953,0.00414,0.11940,0.28910,2.10134,0.16193,0.96988,0.00100,0.07021,0.85461
combined_hard_shift,2,47,0.48257,0.45476,0.47572,0.33376,0.30677,0.43563,2.16454,1.03313,0.42098,0.06147,0.43856,0.39019,0.01000,1.57563,0.22316,0.46014,0.08610,0.15876,0.26606,1.80689,0.19307,0.75650,0.00100,0.09454,0.57957,1.79635,0.17047,0.88597,0.00100,0.00100,0.63600,1.84066,0.14288,0.92683,0.00100,0.01788,0.76355,2.38854,0.16718,0.65230,0.00808,0.09158,0.26027,2.09195,0.17138,0.91097,0.00100,0.06069,0.81887
combined_hard_shift,2,48,0.48177,0.46844,0.50753,0.35529,0.30619,0.44223,2.17475,1.01645,0.44461,0.02542,0.49271,0.44027,0.03207,1.63591,0.26155,0.42074,0.12151,0.19140,0.13035,1.74289,0.22346,0.75182,0.00100,0.11134,0.54273,1.74335,0.18152,0.86377,0.00100,0.02608,0.68285,1.88870,0.14527,0.86148,0.00100,0.01339,0.70339,2.49651,0.17068,0.66451,0.00960,0.09940,0.34350,2.06586,0.13953,0.93538,0.00100,0.05792,0.87201
combined_hard_shift,2,49,0.46744,0.46483,0.57500,0.37462,0.30494,0.48394,2.24984,1.05339,0.42255,0.05047,0.50250,0.43859,0.12872,1.66373,0.20284,0.47268,0.08179,0.14278,0.26425,1.70241,0.23153,0.72178,0.01768,0.12564,0.53869,1.57616,0.18090,0.85967,0.00100,0.01907,0.60339,1.91295,0.16379,0.90967,0.00100,0.02418,0.76550,2.53583,0.19124,0.62711,0.02161,0.11935,0.26452,2.08727,0.15035,0.91155,0.00100,0.04703,0.86884
combined_hard_shift,2,50,0.47348,0.47494,0.50522,0.31909,0.30653,0.54111,2.07818,1.13855,0.41178,0.02827,0.46274,0.40941,0.03589,1.59425,0.24452,0.40722,0.11584,0.18330,0.14881,1.80512,0.23250,0.72953,0.00167,0.13876,0.58896,1.71399,0.17286,0.89736,0.00100,0.01187,0.66600,1.95909,0.16907,0.88910,0.00100,0.03001,0.70043,2.44014,0.15992,0.64890,0.00980,0.07938,0.26757,2.20004,0.14054,0.97092,0.00100,0.02118,0.91914
combined_hard_shift,2,51,0.47550,0.45879,0.48712,0.36090,0.31538,0.53487,2.14743,1.03469,0.43411,0.03888,0.47995,0.42146,0.08217,1.59278,0.20855,0.41739,0.09638,0.13727,0.17906,1.78502,0.24440,0.71876,0.00565,0.14413,0.57826,1.76753,0.17036,0.86111,0.00100,0.00650,0.54546,1.85931,0.16562,0.87885,0.00100,0.02552,0.71927,2.43824,0.17032,0.64763,0.00886,0.08615,0.33420,2.04314,0.15392,0.91770,0.00100,0.05298,0.90812
combined_hard_shift,2,52,0.49451,0.52115,0.48971,0.34441,0.31194,0.47818,2.24167,0.99559,0.43974,0.05784,0.44165,0.40743,0.01000,1.69320,0.22314,0.44947,0.09144,0.15510,0.21136,1.72278,0.24800,0.70295,0.01434,0.13573,0.49507,1.66139,0.18479,0.85813,0.00100,0.03511,0.61035,1.86804,0.18017,0.89726,0.00100,0.01139,0.70286,2.56093,0.19597,0.64523,0.01879,0.12032,0.34410,2.00192,0.13710,0.94764,0.00100,0.04044,0.85965
combined_hard_shift,2,53,0.48264,0.49479,0.54758,0.39653,0.30618,0.50914,2.39105,0.98382,0.42863,0.07478,0.45214,0.41502,0.05833,1.70504,0.25376,0.37725,0.13132,0.20095,0.16507,1.72689,0.26544,0.70231,0.03130,0.14277,0.51217,1.78222,0.17915,0.87513,0.00100,0.02569,0.60913,1.84731,0.19146,0.88995,0.00100,0.05340,0.80891,2.41673,0.17204,0.65563,0.00528,0.08966,0.32057,2.14095,0.15141,0.94818,0.00100,0.05229,0.87006
combined_hard_shift,2,54,0.44488,0.46933,0.47111,0.32783,0.32955,0.43214,2.16364,1.01755,0.43707,0.05543,0.45731,0.41846,0.01000,1.54706,0.21316,0.43831,0.09467,0.14986,0.21759,1.79201,0.21363,0.73385,0.00100,0.11941,0.55516,1.66659,0.16974,0.88317,0.00100,0.03110,0.60232,1.81757,0.14567,0.90191,0.00100,0.01881,0.73688,2.42970,0.17050,0.68771,0.00521,0.10015,0.32839,2.14787,0.13651,0.92633,0.00100,0.04214,0.88095
combined_hard_shift,2,55,0.48822,0.46631,0.50464,0.31356,0.29030,0.42750,2.19299,0.98998,0.41467,0.05402,0.44229,0.40876,0.04856,1.61681,0.23805,0.45534,0.09154,0.16837,0.11862,1.71878,0.21619,0.74443,0.00100,0.10321,0.47180,1.78252,0.20265,0.84858,0.00100,0.05229,0.61303,1.88638,0.14999,0.91122,0.00100,0.00680,0.70598,2.49143,0.15788,0.68061,0.00100,0.08904,0.35217,2.07685,0.13814,0.95775,0.00100,0.03082,0.90665
combined_hard_shift,2,56,0.44371,0.50614,0.56028,0.34038,0.33503,0.47959,2.28252,0.96469,0.41850,0.02650,0.52656,0.44210,0.13165,1.58653,0.22709,0.45158,0.11765,0.15420,0.22888,1.65476,0.23276,0.72579,0.01245,0.13221,0.49574,1.73353,0.17760,0.86756,0.00100,0.00835,0.65342,1.91703,0.14007,0.88757,0.00100,0.02669,0.71256,2.44891,0.16958,0.62961,0.01840,0.09754,0.23951,2.06462,0.14886,0.91990,0.00100,0.05747,0.83014
combined_hard_shift,2,57,0.47596,0.39409,0.46870,0.26719,0.27343,0.40680,2.19191,1.08889,0.39364,0.08776,0.43322,0.36328,0.05941,1.61383,0.21371,0.43022,0.09882,0.15177,0.16377,1.78484,0.22422,0.72093,0.00100,0.14064,0.50781,1.69152,0.14303,0.90785,0.00100,0.00100,0.66237,1.87214,0.15869,0.88598,0.00100,0.01928,0.72793,2.46853,0.16187,0.62372,0.01927,0.07225,0.28163,2.13602,0.13749,0.94507,0.00100,0.03839,0.96392
combined_hard_shift,2,58,0.47604,0.47650,0.48621,0.34836,0.29479,0.41827,2.13333,1.06838,0.41858,0.01469,0.49337,0.41757,0.07590,1.59828,0.23994,0.41656,0.11247,0.18564,0.24515,1.82089,0.20974,0.75339,0.00100,0.09173,0.50563,1.68449,0.18192,0.86690,0.00100,0.02726,0.65404,1.78267,0.15661,0.87425,0.00100,0.03782,0.66260,2.50788,0.14938,0.67773,0.00100,0.06373,0.40272,2.11564,0.12262,0.92796,0.00100,0.05019,0.91343
combined_hard_shift,2,59,0.46921,0.45100,0.56154,0.31272,0.32903,0.44720,2.23465,0.99248,0.39762,0.10629,0.45128,0.39637,0.16388,1.61821,0.23614,0.40157,0.13590,0.18347,0.23128,1.88538,0.23909,0.72304,0.00738,0.13994,0.43468,1.70469,0.17488,0.86243,0.00100,0.03930,0.58034,1.83917,0.16082,0.88038,0.00100,0.01379,0.71745,2.44988,0.15441,0.65442,0.00661,0.07943,0.31471,2.03550,0.13931,0.94534,0.00100,0.03692,0.82825
combined_hard_shift,2,60,0.49132,0.46510,0.50778,0.37893,0.30918,0.44305,2.02558,1.12940,0.39509,0.07025,0.44777,0.36471,0.05444,1.63081,0.23127,0.43408,0.11659,0.15226,0.22244,1.60483,0.24458,0.70320,0.01837,0.13685,0.53833,1.64773,0.17231,0.84139,0.00100,0.00100,0.65085,1.95381,0.16142,0.86252,0.00100,0.00848,0.71877,2.48540,0.16452,0.64506,0.01292,0.09066,0.26192,2.10440,0.15757,0.89757,0.00100,0.04938,0.85638
combined_hard_shift,2,61,0.57150,0.40412,0.57608,0.32741,0.34474,0.47922,2.14161,0.96446,0.43187,0.11568,0.46674,0.38539,0.18274,1.56483,0.24017,0.45746,0.10271,0.16466,0.16324,1.64233,0.26572,0.72755,0.01815,0.14569,0.55160,1.62155,0.20467,0.86603,0.00100,0.00719,0.65312,1.88119,0.15643,0.89772,0.00100,0.00100,0.77847,2.40001,0.18307,0.68048,0.00967,0.10008,0.30267,2.10008,0.14369,0.94774,0.00100,0.02990,0.79161
combined_hard_shift,2,62,0.50726,0.47347,0.51619,0.36707,0.30824,0.41345,2.18431,0.95694,0.42375,0.10553,0.42290,0.39807,0.13787,1.65233,0.20558,0.44957,0.07847,0.14719,0.23628,1.71552,0.24705,0.73539,0.00536,0.12665,0.58725,1.74942,0.18656,0.85629,0.00100,0.04376,0.64504,1.93103,0.14485,0.87438,0.00100,0.00100,0.71727,2.50986,0.17697,0.63413,0.01449,0.10244,0.33240,2.11403,0.16321,0.90413,0.00100,0.05536,0.83769
combined_hard_shift,2,63,0.53068,0.49731,0.52319,0.35750,0.33741,0.46662,2.31230,1.06121,0.47100,0.10458,0.45438,0.42367,0.13186,1.59756,0.24003,0.43996,0.09571,0.17982,0.25261,1.73169,0.24605,0.73298,0.00100,0.14024,0.50208,1.72459,0.20598,0.87907,0.00100,0.02894,0.63046,1.91797,0.20187,0.87679,0.00100,0.03332,0.70824,2.38718,0.17262,0.67083,0.00594,0.08119,0.28663,2.15343,0.13553,0.96885,0.00100,0.02416,0.94410
combined_hard_shift,3,0,0.48110,0.48911,0.48582,0.44298,0.32160,0.45027,2.00909,1.02439,0.43987,0.04276,0.46921,0.42321,0.12061,1.66504,0.23192,0.44215,0.10156,0.16138,0.28033,1.77712,0.23528,0.71909,0.00100,0.11829,0.46783,1.68674,0.18031,0.85549,0.00100,0.02532,0.62426,1.91570,0.14379,0.89107,0.00100,0.00119,0.70860,2.51440,0.19318,0.60529,0.03010,0.11952,0.38530,2.07580,0.16864,0.93152,0.00100,0.06660,0.84112
combined_hard_shift,3,1,0.50300,0.44516,0.51649,0.35293,0.30967,0.40326,2.25188,1.01020,0.43561,0.05724,0.49338,0.42291,0.15806,1.66156,0.22777,0.47900,0.08919,0.16160,0.30915,1.79667,0.23593,0.72971,0.00100,0.13879,0.54834,1.75262,0.17171,0.87186,0.00100,0.00909,0.64614,1.96167,0.17266,0.87544,0.00100,0.03310,0.73843,2.45078,0.16548,0.66034,0.00633,0.09739,0.24069,1.99368,0.16449,0.92492,0.00100,0.05609,0.84547
combined_hard_shift,3,2,0.46374,0.40489,0.48446,0.34966,0.32162,0.47472,2.24258,1.07068,0.38640,0.06692,0.42657,0.37494,0.07168,1.69583,0.23750,0.42552,0.11148,0.17540,0.16980,1.71267,0.21367,0.70593,0.00576,0.11856,0.49722,1.74608,0.16664,0.88410,0.00100,0.00620,0.63149,1.77532,0.15862,0.88022,0.00100,0.04533,0.70968,2.37651,0.16734,0.64316,0.01161,0.10215,0.22798,2.08331,0.12373,0.94429,0.00100,0.04085,0.86886
combined_hard_shift,3,3,0.48520,0.46418,0.52514,0.32995,0.30306,0.43558,2.15356,0.97134,0.43628,0.00537,0.53988,0.43285,0.01208,1.55899,0.21720,0.45276,0.09690,0.15261,0.28177,1.79640,0.24589,0.71542,0.01561,0.13818,0.49488,1.69393,0.17109,0.88353,0.00100,0.01011,0.65778,1.83934,0.14616,0.89869,0.00100,0.00100,0.76461,2.52671,0.17158,0.66296,0.00802,0.08827,0.29527,2.11129,0.16368,0.94269,0.00100,0.04734,0.87696
combined_hard_shift,3,4,0.48041,0.47356,0.52976,0.32136,0.25229,0.47113,2.21565,1.11431,0.40789,0.07719,0.43798,0.39608,0.06125,1.56401,0.24869,0.42917,0.11380,0.18587,0.19866,1.74523,0.23312,0.74194,0.00372,0.12065,0.59850,1.67942,0.18482,0.88047,0.00100,0.01279,0.61789,1.83239,0.17195,0.90367,0.00100,0.02456,0.74554,2.43661,0.16982,0.63321,0.01723,0.10151,0.36856,2.13541,0.16110,0.93685,0.00100,0.07731,0.81169
combined_hard_shift,3,5,0.50945,0.48263,0.50925,0.33912,0.28442,0.48261,2.23807,1.06161,0.44596,0.04046,0.46375,0.43221,0.02896,1.74140,0.23223,0.41266,0.11548,0.16279,0.21702,1.74806,0.26168,0.72912,0.01464,0.13380,0.59619,1.69642,0.20407,0.86390,0.00100,0.02850,0.64693,1.96097,0.14744,0.92271,0.00100,0.00100,0.82672,2.45117,0.17863,0.65617,0.00897,0.09426,0.30212,2.00028,0.17023,0.91810,0.00100,0.07553,0.87451
combined_hard_shift,3,6,0.56257,0.50107,0.49508,0.31152,0.26930,0.47657,2.14567,1.08095,0.46117,0.06631,0.45030,0.42149,0.13403,1.68952,0.25056,0.45567,0.09468,0.17967,0.30288,1.78281,0.25825,0.75805,0.00100,0.12625,0.60349,1.67571,0.21310,0.83326,0.00100,0.03163,0.55666,1.83473,0.20697,0.88882,0.00100,0.04685,0.70277,2.41204,0.19159,0.63873,0.01354,0.11711,0.27483,2.04559,0.14659,0.94151,0.00100,0.03641,0.87891
combined_hard_shift,3,7,0.48282,0.46590,0.52970,0.34105,0.30642,0.46627,2.17178,1.03567,0.44978,0.05975,0.50379,0.44171,0.10554,1.67070,0.22345,0.44140,0.10544,0.16204,0.29363,1.70707,0.21476,0.75820,0.00100,0.10364,0.54918,1.74819,0.20699,0.83130,0.00100,0.02261,0.61930,1.90236,0.14333,0.87853,0.00100,0.00100,0.74053,2.43068,0.16419,0.65732,0.01441,0.08035,0.38761,2.03873,0.15874,0.94905,0.00100,0.05716,0.96865
